x;W
75244.60999999993;201.80308933343417
75233.1083329905;198.39711557315468
75221.60666598105;195.0720494984805
75210.10499999992;191.8062163279974
75198.60333196216;188.50935403906237
75187.1016680377;185.29835885124385
75175.59999999993;182.20654461152913
75164.09833299048;178.90578149155954
75152.59666598105;175.72524666120398
75141.09499999994;172.6126196140226
75129.59333196215;169.4719369049144
75118.09166803771;166.316211257129
75106.58999999994;163.17449903507713
75095.0883329905;160.8749330849787
75083.58666598106;158.60409241990692
75072.08499999993;156.35846354011392
75060.58333196217;154.13535518469007
75049.08166803772;151.9370899331484
75037.57999999994;149.79838030947894
75026.0783329905;149.439990008696
75014.57666598106;149.10356887969056
75003.07499999995;148.7796735408749
74991.57333196216;148.47558500179298
74980.07166803772;148.17852455319235
74968.56999999995;147.8914936481815
74957.0683329905;148.17429690445874
74945.56666598107;148.45951177028883
74934.06499999994;148.74685267713153
74922.56333196218;149.0388758141264
74911.06166803773;149.3329035084796
74899.55999999995;149.63300791153029
74888.0566663238;149.9979805676702
74876.55333264763;150.36343684712358
74865.04999999996;150.72784287680167
74853.54666529532;151.0912802078127
74842.04333470459;151.4541961018266
74830.53999999995;151.81665365588333
74819.0383329905;152.22621492683288
74807.53666598107;152.6339021166864
74796.03499999995;153.0408450790644
74784.53333196219;153.4443267966643
74773.03166803773;153.84558987278012
74761.52999999996;154.24481865775908
74750.0283329905;154.6812074593539
74738.52666598107;155.11292833402194
74727.02499999997;155.5396661374316
74715.52333196219;155.9613103600393
74704.02166803773;156.37765497976432
74692.51999999996;156.78911919812356
74680.2079998165;154.8393710989252
74667.89599963304;152.91581051206776
74655.58399853227;151.03646847420077
74643.27199926612;149.18928112370395
74630.95999999996;147.40524809840417
74618.6479998165;146.1799180498624
74606.33599963304;144.9575229504694
74594.02399853226;143.72865631177774
74581.71199926612;142.5235987709168
74569.39999999997;141.3346968793835
74557.0879998165;141.3036530247548
74544.77599963304;141.28804920524453
74532.46399853227;141.27893001330085
74520.15199926612;141.28067640357585
74507.83999999997;141.27841881524864
74495.52599981648;143.49341694848454
74483.21199963297;145.71556649289323
74470.89799853202;147.9426417315974
74458.58399926599;150.17259878061122
74446.26999999996;152.4079492014448
74433.9579998165;151.81264509442758
74421.64599963304;151.22863687478252
74409.33399853227;150.66076696955724
74397.02199926612;150.09911910242454
74384.70999999996;149.51553070986267
74372.3979998165;148.98081516460877
74360.08599963304;148.44592220141544
74347.77399853226;147.9077208783608
74335.46199926612;147.3666182703114
74323.14999999997;146.8383758207691
74310.8379998165;146.33051446790023
74298.52599963304;145.834301738283
74286.21399853227;145.3360824366589
74273.90199926612;144.83594488101153
74261.58999999997;144.32945539065952
74249.2779998165;143.77308992433063
74236.96599963304;143.21505311623696
74224.65399853226;142.65078021081206
74212.34199926612;142.08551882032862
74200.02999999997;141.52110920965367
74187.39199981165;140.9942586775801
74174.75399962332;140.47882816380377
74162.1159984934;139.96617214863716
74149.47799924668;139.44903556151223
74136.83999999997;138.92671176342253
74124.20199981164;138.37949431547008
74111.56399962332;137.83034433163334
74098.9259984934;137.2750169969098
74086.28799924669;136.7251943199119
74073.64999999997;136.17913155407155
74061.01399981166;135.5340132190695
74048.3779996234;134.92395588518025
74035.74199849364;134.30828153002744
74023.1059992468;133.705347178892
74010.46999999997;133.1254512216509
73997.83199981165;132.83011479079892
73985.19399962333;132.5333973851764
73972.5559984934;132.2458236419708
73959.91799924668;131.94860478776786
73947.27999999997;131.66925356005163
73934.64199981165;131.45512567379046
73922.00399962332;131.2174433252029
73909.3659984934;130.98060111364816
73896.72799924668;130.72771039287863
73884.08999999997;130.492766292871
73871.45399981168;128.2195936342606
73858.8179996234;125.9480880908759
73846.18199849364;123.66421541024692
73833.54599924681;121.41586518532995
73820.90999999997;119.0825930799034
73808.27199981165;119.86814407448014
73795.63399962333;120.65130288150385
73782.99599849341;121.43789593203155
73770.35799924668;122.20911223015378
73757.71999999997;122.94703939841202
73745.08199981165;124.90617409916945
73732.44399962333;126.86394821004797
73719.8059984934;128.8310911842757
73707.16799924668;130.77927172355794
73694.52999999997;132.731781062888
73681.89199981165;134.95187153444476
73669.25399962332;137.1529235217073
73656.6159984934;139.35498319404746
73643.97799924668;141.58113683895294
73631.33999999997;143.765589867093
73620.13833299946;142.68536578102658
73608.93666599896;141.58469787643958
73597.73499999996;140.47547017151044
73586.53333199795;139.3751657706032
73575.33166800198;138.27239987222436
73564.12999999996;137.16563680072113
73552.92833299945;136.4075741680549
73541.72666599895;135.65125263946106
73530.52499999997;134.89057292188158
73519.32333199795;134.12739050916184
73508.12166800196;133.35119583343567
73496.91999999995;132.59737406893328
73485.71833299944;132.70026354700667
73474.51666599895;132.80622065125158
73463.31499999994;132.91378542500752
73452.11333199794;133.01473732555223
73440.91166800197;133.1136792810521
73429.70999999995;133.20908533649435
73418.50833299944;137.91124882136887
73407.30666599894;142.617996884709
73396.10499999995;147.32781318791308
73384.90333199794;152.03814745499596
73373.70166800194;156.7409891036736
73362.49999999994;161.44424807095254
73351.29833299943;159.12898959213373
73340.09666599894;156.81989136419566
73328.89499999993;154.51085027703073
73317.69333199793;152.2171490285375
73306.49166800194;149.91314199888416
73295.28999999994;147.57397948975722
73284.08833299942;146.8068909962508
73272.88666599893;146.01356230662736
73261.68499999994;145.22265337214367
73250.48333199792;144.42427951918967
73239.28166800195;143.64090464760557
73228.07999999993;142.86873587601963
73216.87833299942;144.06043161161915
73205.67666599892;145.31439631756643
73194.47499999992;146.54887885000085
73183.27333199792;147.787885405736
73172.07166800194;149.0195839995199
73160.86999999992;150.30043021945107
73149.66499966598;152.22553685848516
73138.45999933206;154.14049262794106
73127.25499999992;156.11050357492422
73116.04999866418;158.12811433586376
73104.84500133566;160.11285337225456
73093.63999999993;162.12813727261891
73082.43333299928;158.5415685445397
73071.22666599863;154.9369344756301
73060.01999999993;151.31369790994222
73048.81333199731;147.67405793581156
73037.60666800253;144.0145061622611
73026.39999999992;140.33001005943197
73015.19499966598;139.4771377640709
73003.98999933206;138.6218253286679
72992.78499999992;137.7636004195274
72981.57999866418;136.91157007787524
72970.37500133566;136.06328372955727
72959.16999999993;135.230198758215
72947.96333299928;136.4302100289883
72936.75666599862;137.60659253834456
72925.54999999993;138.80971592454762
72914.34333199731;140.01755464970074
72903.13666800252;141.23033429078464
72891.92999999992;142.4613798965097
72880.72333299927;144.66261478410797
72869.51666599861;146.8605190768135
72858.30999999991;149.06872678728473
72847.1033319973;151.27939663442794
72835.89666800252;153.50726295286506
72824.68999999992;155.73751732300911
72813.48499966599;150.43565418465118
72802.27999933204;145.10094331835296
72791.07499999992;139.76661990333082
72779.86999866417;134.4268481461711
72768.66500133566;129.10149826165275
72757.45999999992;123.764182840878
72746.25333299927;124.33100968653514
72735.04666599861;124.87949737701251
72723.83999999991;125.45609967701284
72712.63333199732;126.02921524806197
72701.42666800252;126.61601933117754
72690.21999999991;127.15775036156754
72679.01499966597;128.73464889353818
72667.80999933205;130.2916813608449
72656.60499999992;131.83536183449246
72645.39999866417;133.38923512229348
72634.19500133565;134.9254147897027
72622.98999999992;136.42311151819013
72611.78333299927;140.14545593814705
72600.57666599861;143.79790238015084
72589.36999999991;147.40894013220532
72578.1633319973;151.00061420282987
72566.95666800252;154.49759229919368
72555.74999999991;157.95688653488776
72544.54333299927;154.66635837087858
72533.3366659986;151.4047920169171
72522.12999999992;148.19535222315858
72510.9233319973;145.06488998992427
72499.71666800251;141.99116953165594
72488.50999999991;138.9327848905964
72477.30499966597;136.34420849456183
72466.09999933204;133.74449499853404
72454.8949999999;131.1595662162283
72443.68999866417;128.57214939419305
72432.48500133565;125.98288345920378
72421.27999999991;123.38090902027602
72410.07333299925;121.65615641345403
72398.8666659986;119.93803373243782
72387.65999999992;118.2002457712706
72376.4533319973;116.49597578573366
72365.24666800251;114.77313655117882
72354.0399999999;113.05501317266408
72342.83499966597;114.3062760540115
72331.62999933204;115.55407573919933
72320.4249999999;116.8057558905981
72309.21999866416;118.05548763644015
72298.01500133565;119.30681322823943
72286.80999999991;120.5632571240277
72275.60333299925;120.15954603605906
72264.3966659986;119.75178369627429
72253.18999999992;119.34680118999222
72241.9833319973;118.94119586635486
72230.77666800251;118.50609253141056
72219.5699999999;118.16028456213797
72208.36333299926;118.5616888841198
72197.1566659986;119.03403301023104
72185.9499999999;119.52605380541263
72174.7433319973;119.99450772362275
72163.5366680025;120.46335787134012
72152.3299999999;120.88413545900039
72141.12499966596;122.40719941418433
72129.91999933202;123.88278379805456
72118.71499999991;125.35932479296707
72107.50999866416;126.83679563983742
72096.30500133564;128.31516886798886
72085.0999999999;129.84110901952045
72073.7866663294;130.6165831247913
72062.4733326589;131.40307696622688
72051.1599999999;132.17455278858847
72039.8466653179;132.969493060609
72028.5333346819;133.77355255102128
72017.2199999999;134.56638429375005
72005.90666632939;130.72173848894295
71994.5933326589;126.87122540859986
71983.2799999999;123.03928393785844
71971.9666653179;119.19446068834031
71960.65333468189;115.33290280755625
71949.3399999999;111.51935167215584
71938.0266663294;111.37143600340778
71926.7133326589;111.22021367921036
71915.39999999989;111.08711440283241
71904.0866653179;110.94127663916788
71892.77333468189;110.81761583655293
71881.45999999989;110.68275982032856
71870.1466663294;111.57453209216249
71858.83333265889;112.46907449557068
71847.51999999989;113.36894666114938
71836.20666531789;114.27048864376025
71824.89333468188;115.1635098903131
71813.57999999989;116.0491653963544
71802.26666632938;115.73385836812565
71790.95333265889;115.41157974772818
71779.63999999988;115.08544308572289
71768.32666531789;114.76621872654778
71757.01333468188;114.4292058005102
71745.69999999988;114.11182964603165
71734.38666632937;122.45750274889281
71723.07333265888;130.81665504334262
71711.75999999988;139.19502753983784
71700.44666531788;147.55539830224166
71689.13333468187;155.91651937494373
71677.81999999988;164.2763224546236
71666.75799983504;163.54217915678208
71655.6959996702;162.80688076862253
71644.63399868118;162.06337285232416
71633.57199934054;161.32341156106293
71622.50999999988;160.59510591672213
71611.44799983504;159.09100225059507
71600.38599967021;157.5977118128277
71589.32399868118;156.10491812683466
71578.26199934054;154.62405223098654
71567.19999999988;153.12485751372662
71556.13999983507;146.56372860445214
71545.07999967027;140.01131057919008
71534.01999868143;133.45879026087528
71522.95999934064;126.91288370095151
71511.89999999988;120.33462320293995
71500.78666633535;123.44669568903737
71489.6733326708;126.55954117367583
71478.55999999988;129.68010023452086
71467.44666534173;132.80707685062373
71456.33333465803;135.93935887642624
71445.21999999988;139.06136665657988
71434.10666633534;138.32091322574763
71422.99333267081;137.5652200423309
71411.87999999989;136.80883029419067
71400.76666534174;136.05165855699443
71389.65333465804;135.2936142240045
71378.53999999989;134.51924950366072
71367.42666633535;133.94358273738567
71356.31333267082;133.3523316499777
71345.1999999999;132.76087696913635
71334.08666534175;132.16184019497825
71322.97333465805;131.56822684455528
71311.8599999999;130.98543127914206
71300.74666633536;132.5001227371156
71289.63333267083;134.0265143583498
71278.5199999999;135.55162292314742
71267.40666534175;137.077431986266
71256.29333465805;138.60234817819003
71245.1799999999;140.14076032508137
71234.06666633536;140.82834598376462
71222.95333267083;141.5289754787691
71211.83999999991;142.22808368918118
71200.72666534176;142.90736723964847
71189.61333465805;143.60011102544672
71178.4999999999;144.32670359107442
71167.38666633535;146.80610667758697
71156.27333267083;149.31335711797578
71145.1599999999;151.83137758765588
71134.04666534175;154.34370493026074
71122.93333465805;156.87210017410325
71111.8199999999;159.40593390097237
71100.7816663376;158.38748507403227
