x;H
75244.60999999993;126.96423409152789
75233.1083329905;126.93834629341278
75221.60666598106;126.87857183361537
75210.10499999992;126.90368177952938
75198.60333196216;126.9486908857557
75187.10166803769;126.65438541382488
75175.59999999992;126.7923792703075
75164.09833299048;126.8229490601497
75152.59666598105;126.81013902461463
75141.09499999994;126.92731779799168
75129.59333196215;126.65407668657505
75118.09166803771;126.78034284513276
75106.58999999994;126.78271750979735
75095.0883329905;126.8380286627345
75083.58666598107;126.54110976755956
75072.08499999992;126.5508806307351
75060.58333196217;126.64995174222523
75049.08166803772;126.5799065708302
75037.57999999994;126.58051176322853
75026.0783329905;126.56054212235078
75014.57666598106;126.50395184943454
75003.07499999995;126.57557295195843
74991.57333196216;126.65429551179633
74980.07166803772;126.48370275259805
74968.56999999995;126.35525951794867
74957.0683329905;126.50778854794498
74945.56666598108;126.49409913382507
74934.06499999994;126.46538886203614
74922.56333196218;126.6042073175165
74911.06166803773;126.61850156640173
74899.55999999995;126.50558810227234
74888.0566663238;126.4726373172223
74876.55333264763;126.47353293174949
74865.04999999996;126.6286264554674
74853.54666529532;126.3185482528724
74842.04333470459;126.47289489297842
74830.53999999995;126.3054186587801
74819.0383329905;126.56783193492065
74807.53666598107;126.4947840663873
74796.03499999995;126.45061874113651
74784.53333196219;126.23518820716085
74773.03166803773;126.36059162410095
74761.52999999996;126.50330131874367
74750.02833299049;126.23305567086842
74738.52666598107;126.37121253677772
74727.02499999997;126.40950658594215
74715.52333196219;126.31922896382613
74704.02166803772;126.20183466214742
74692.51999999996;126.23774544002838
74680.2079998165;126.27666057138924
74667.89599963304;126.27617964343263
74655.58399853228;126.229121230419
74643.27199926613;126.07402100158154
74630.95999999996;126.23584051844725
74618.6479998165;126.1719066689017
74606.33599963304;126.063523082245
74594.02399853227;125.9015032789049
74581.71199926612;126.09722081932485
74569.39999999997;126.26864188853223
74557.0879998165;126.26858235641033
74544.77599963304;126.10641553199991
74532.46399853227;126.10921656916791
74520.15199926612;126.18847868546509
74507.83999999997;126.0829005092078
74495.52599981647;126.18010194668693
74483.21199963299;126.01140615241565
74470.89799853202;126.00608576544282
74458.58399926599;126.15862843782548
74446.26999999996;125.98568135743274
74433.9579998165;125.98376912723272
74421.64599963304;126.04529237949545
74409.33399853228;126.19099965126497
74397.02199926613;125.9857389756506
74384.70999999996;125.99136220166329
74372.3979998165;125.85523440425882
74360.08599963304;126.04178746001607
74347.77399853227;126.02176189415982
74335.46199926612;125.95371685091351
74323.14999999997;125.9361579888314
74310.8379998165;125.80449500253023
74298.52599963304;125.95545850199531
74286.21399853227;126.05953678687816
74273.90199926612;125.89676915206586
74261.58999999997;125.91755359737851
74249.2779998165;126.01168128509751
74236.96599963303;125.98150589623069
74224.65399853226;125.91454690017336
74212.34199926612;125.92123639388825
74200.02999999997;125.97522984022265
74187.39199981165;125.89298321889719
74174.75399962332;125.81947325128128
74162.1159984934;126.01401925744977
74149.47799924668;125.72734727216005
74136.83999999997;125.90863921375967
74124.20199981164;125.79166505251527
74111.56399962332;125.66157019372632
74098.9259984934;125.8756253146199
74086.28799924669;125.74658176156308
74073.64999999997;126.00667637311336
74061.01399981166;126.02418841560369
74048.3779996234;125.78817430837664
74035.74199849363;125.81620957342447
74023.10599924679;125.87915770222818
74010.46999999997;125.8655741680128
73997.83199981165;125.65879798287285
73985.19399962333;125.58848550387825
73972.5559984934;125.85780906982342
73959.91799924668;125.8881966284387
73947.27999999997;125.63155623474155
73934.64199981165;125.77717227243961
73922.00399962332;125.61823921743125
73909.3659984934;125.82693888562763
73896.72799924668;125.57241220794019
73884.08999999997;125.69857461220691
73871.45399981168;125.79903599688689
73858.8179996234;125.84136135235516
73846.18199849363;125.76278126240584
73833.54599924681;125.69683189061621
73820.90999999997;125.76067141419033
73808.27199981165;125.67461219621457
73795.63399962331;125.67097153741666
73782.99599849341;125.71151672443334
73770.35799924668;125.66147128681489
73757.71999999997;125.74428354576811
73745.08199981165;125.55060503203936
73732.44399962333;125.8846482930213
73719.8059984934;125.6705673861971
73707.16799924668;125.58749140031003
73694.52999999997;125.55070344006158
73681.89199981165;125.60496167794761
73669.25399962332;125.71722040763471
73656.6159984934;125.67109878652435
73643.97799924668;125.78373667081087
73631.33999999997;125.6615647016052
73620.13833299946;125.65451681966063
73608.93666599896;125.53345152385926
73597.73499999996;125.53897179728233
73586.53333199795;125.56482698138659
73575.33166800198;125.7183969740607
73564.12999999996;125.72367879248475
73552.92833299945;125.5326253498648
73541.72666599894;125.40555659559084
73530.52499999997;125.55893593254382
73519.32333199795;125.51746275001165
73508.12166800196;125.52509847525567
73496.91999999995;125.52898783463566
73485.71833299943;125.4171439423323
73474.51666599895;125.29045938737843
73463.31499999994;125.29643587292539
73452.11333199794;125.40372946965884
73440.91166800198;125.39237718428764
73429.70999999995;125.47358862386965
73418.50833299944;125.43642861158872
73407.30666599894;125.30967422479002
73396.10499999995;125.425856659776
73384.90333199794;125.48082187659801
73373.70166800193;125.28280074064517
73362.49999999994;125.42203957058803
73351.29833299942;125.29315818871054
73340.09666599894;125.43698891489889
73328.89499999992;125.37680046228343
73317.69333199793;125.30242491950669
73306.49166800194;125.25821359344687
73295.28999999994;125.19924271922386
73284.08833299942;125.42831494872127
73272.88666599893;125.50241697687734
73261.68499999994;125.22204491481236
73250.48333199792;125.25400036191525
73239.28166800195;125.35375130024183
73228.07999999993;125.57855239011896
73216.87833299942;125.1300598355183
73205.67666599892;125.13051057685526
73194.47499999992;125.21191615080166
73183.27333199793;125.16101235453783
73172.07166800194;125.07782268888019
73160.86999999992;125.22923115577801
73149.66499966598;125.19898808382752
73138.45999933206;125.2723319669382
73127.25499999992;125.08427730023881
73116.04999866418;125.33825976620791
73104.84500133566;125.13005145565543
73093.63999999993;125.30281191231629
73082.43333299928;125.22480079190383
73071.22666599862;125.17484538306336
73060.01999999992;125.39857793553185
73048.81333199731;125.05590241553814
73037.60666800253;125.04818106165027
73026.39999999992;124.9165126625414
73015.19499966598;125.0047044256267
73003.98999933206;125.41176020111286
72992.78499999992;125.32961648737478
72981.57999866418;125.0884146132472
72970.37500133566;125.12387563623395
72959.16999999993;125.02547739420544
72947.96333299928;125.00528042633348
72936.75666599862;125.14732080398258
72925.54999999992;124.9026642308203
72914.34333199731;124.98946954810187
72903.13666800252;125.00064082118571
72891.92999999992;124.8951608891098
72880.72333299927;125.01857775796955
72869.51666599861;124.96948045332847
72858.30999999991;125.04942859860608
72847.1033319973;124.97807366078287
72835.89666800253;125.00120464355498
72824.68999999992;124.86892743688114
72813.48499966599;125.03716755689358
72802.27999933204;124.93627061554683
72791.07499999992;124.87504192521553
72779.86999866417;124.84366656242972
72768.66500133567;124.92095088258169
72757.45999999992;124.79394819434138
72746.25333299927;124.89390369775188
72735.04666599861;124.78255232563083
72723.83999999991;124.86908858607485
72712.63333199732;124.71266573888511
72701.42666800253;124.75883812516359
72690.21999999991;124.74733349298491
72679.01499966597;124.83531492461799
72667.80999933205;124.70045845216974
72656.60499999992;124.8560016486114
72645.39999866419;124.87922489079999
72634.19500133565;124.59350150299933
72622.98999999992;124.73127302321784
72611.78333299927;124.79335832254831
72600.57666599861;124.85823408835559
72589.36999999991;124.79119678609557
72578.1633319973;124.59268461468717
72566.95666800253;124.68416707290984
72555.74999999991;124.84717889045787
72544.54333299928;124.5969544455043
72533.3366659986;124.6831431151414
72522.12999999992;124.58953799708218
72510.9233319973;124.67334010016958
72499.71666800251;124.77959092803748
72488.50999999991;124.72805544566847
72477.30499966598;124.70419744229503
72466.09999933204;124.79416807378915
72454.8949999999;124.71705391937904
72443.68999866418;124.77203261867413
72432.48500133565;124.54687525158484
72421.27999999991;124.6308530583275
72410.07333299925;124.52973477490656
72398.8666659986;124.60079428109728
72387.65999999992;124.52179243892404
72376.4533319973;124.68408786793506
72365.24666800251;124.40379750000714
